 C101
       CUST NO.  XCOORD.   YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME
   97      60.00      80.00      10.00      64.00     187.00      90.00
   98      60.00      85.00      30.00     531.00     652.00      90.00
   99      58.00      75.00      20.00      30.00     139.00      90.00
  100      55.00      80.00      10.00     705.00     858.00      90.00
  101      55.00      85.00      20.00     608.00     765.00      90.00

C106
      CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    1236.00       0.00
    2      45.00      68.00      10.00     890.00     989.00      90.00
    3      45.00      70.00      30.00     816.00     879.00      90.00
    4      42.00      66.00      10.00      55.00     156.00      90.00
    5      42.00      68.00      10.00     703.00     806.00      90.00
    6      42.00      65.00      10.00      15.00      60.00      90.00
    7      40.00      69.00      20.00     559.00     764.00      90.00
    8      40.00      66.00      20.00     172.00     223.00      90.00
    9      38.00      68.00      20.00     250.00     329.00      90.00
   10      38.00      70.00      10.00     489.00     650.00      90.00
   11      35.00      66.00      10.00     361.00     406.00      90.00
   12      35.00      69.00      10.00     450.00     503.00      90.00
   13      25.00      85.00      20.00     647.00     726.00      90.00
   14      22.00      75.00      30.00      30.00      95.00      90.00
   15      22.00      85.00      10.00     571.00     616.00      90.00
   16      20.00      80.00      40.00     392.00     421.00      90.00
   17      20.00      85.00      40.00     478.00     525.00      90.00
   18      18.00      75.00      20.00     105.00     142.00      90.00
   19      15.00      75.00      20.00     172.00     261.00      90.00
   20      15.00      80.00      10.00     274.00     349.00      90.00
   21      30.00      50.00      10.00      10.00      77.00      90.00
   22      30.00      52.00      20.00     918.00     961.00      90.00
   23      28.00      52.00      20.00     806.00     889.00      90.00
   24      28.00      55.00      10.00     739.00     770.00      90.00
   25      25.00      50.00      10.00      55.00     154.00      90.00
   26      25.00      52.00      40.00     172.00     221.00      90.00
   27      25.00      55.00      10.00     612.00     711.00      90.00
   28      23.00      52.00      10.00     264.00     313.00      90.00
   29      23.00      55.00      20.00     553.00     586.00      90.00
   30      20.00      50.00      10.00     365.00     398.00      90.00
   31      20.00      55.00      10.00     452.00     501.00      90.00
   32      10.00      35.00      20.00     204.00     233.00      90.00
   33      10.00      40.00      30.00      31.00     189.00      90.00
   34       8.00      40.00      40.00      42.00     203.00      90.00
   35       8.00      45.00      20.00     715.00     852.00      90.00
   36       5.00      35.00      10.00     251.00     376.00      90.00
   37       5.00      45.00      10.00     648.00     733.00      90.00
   38       2.00      40.00      20.00     365.00     452.00      90.00
   39       0.00      40.00      30.00     474.00     527.00      90.00
   40       0.00      45.00      20.00     541.00     650.00      90.00
   41      35.00      30.00      10.00     240.00     345.00      90.00
   42      35.00      32.00      10.00     123.00     278.00      90.00
   43      33.00      32.00      20.00      19.00     225.00      90.00
   44      33.00      35.00      10.00      16.00     153.00      90.00
   45      32.00      30.00      10.00     338.00     433.00      90.00
   46      30.00      30.00      10.00     513.00     628.00      90.00
   47      30.00      32.00      30.00     415.00     542.00      90.00
   48      30.00      35.00      10.00     872.00    1127.00      90.00
   49      28.00      30.00      10.00     599.00     726.00      90.00
   50      28.00      35.00      10.00     917.00    1126.00      90.00
   51      26.00      32.00      10.00     779.00     916.00      90.00
   52      25.00      30.00      10.00     695.00     816.00      90.00
   53      25.00      35.00      10.00     857.00    1024.00      90.00
   54      44.00       5.00      20.00     221.00     412.00      90.00
   55      42.00      10.00      40.00      96.00     347.00      90.00
   56      42.00      15.00      10.00      35.00     233.00      90.00
   57      40.00       5.00      30.00     347.00     474.00      90.00
   58      40.00      15.00      40.00      35.00     172.00      90.00
   59      38.00       5.00      30.00     403.00     602.00      90.00
   60      38.00      15.00      10.00     521.00     870.00      90.00
   61      35.00       5.00      20.00     487.00     704.00      90.00
   62      50.00      30.00      10.00     422.00     719.00      90.00
   63      50.00      35.00      20.00     217.00     362.00      90.00
   64      50.00      40.00      50.00     142.00     247.00      90.00
   65      48.00      30.00      10.00     567.00     758.00      90.00
   66      48.00      40.00      10.00      34.00     171.00      90.00
   67      47.00      35.00      10.00     794.00     907.00      90.00
   68      47.00      40.00      10.00      12.00     226.00      90.00
   69      45.00      30.00      10.00     716.00     795.00      90.00
   70      45.00      35.00      10.00     873.00    1012.00      90.00
   71      95.00      30.00      30.00     266.00     577.00      90.00
   72      95.00      35.00      20.00     181.00     472.00      90.00
   73      53.00      30.00      10.00     402.00     553.00      90.00
   74      92.00      30.00      10.00     345.00     684.00      90.00
   75      53.00      35.00      50.00     294.00     471.00      90.00
   76      45.00      65.00      20.00     951.00    1114.00      90.00
   77      90.00      35.00      10.00     153.00     310.00      90.00
   78      88.00      30.00      10.00     450.00     767.00      90.00
   79      88.00      35.00      20.00      50.00     237.00      90.00
   80      87.00      30.00      10.00     567.00     832.00      90.00
   81      85.00      25.00      10.00     713.00     876.00      90.00
   82      85.00      35.00      30.00      47.00     331.00      90.00
   83      75.00      55.00      20.00     311.00     478.00      90.00
   84      72.00      55.00      10.00     127.00     476.00      90.00
   85      70.00      58.00      20.00     349.00     632.00      90.00
   86      68.00      60.00      30.00     476.00     691.00      90.00
   87      66.00      55.00      10.00      67.00     344.00      90.00
   88      65.00      55.00      20.00      25.00     256.00      90.00
   89      65.00      60.00      30.00     546.00     807.00      90.00
   90      63.00      58.00      10.00     630.00     909.00      90.00
   91      60.00      55.00      10.00      20.00     293.00      90.00
   92      60.00      60.00      10.00     769.00     956.00      90.00
   93      67.00      85.00      20.00     229.00     580.00      90.00
   94      65.00      85.00      40.00     442.00     551.00      90.00
   95      65.00      82.00      10.00     227.00     394.00      90.00
   96      62.00      80.00      30.00     163.00     272.00      90.00
   97      60.00      80.00      10.00      36.00     291.00      90.00
   98      60.00      85.00      30.00     469.00     714.00      90.00
   99      58.00      75.00      20.00      30.00     227.00      90.00
  100      55.00      80.00      10.00     595.00     968.00      90.00
  101      55.00      85.00      20.00     493.00     880.00      90.00

C107
      CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    1236.00       0.00
    2      45.00      68.00      10.00     850.00    1030.00      90.00
    3      45.00      70.00      30.00     758.00     938.00      90.00
    4      42.00      66.00      10.00      16.00     196.00      90.00
    5      42.00      68.00      10.00     665.00     845.00      90.00
    6      42.00      65.00      10.00      15.00     195.00      90.00
    7      40.00      69.00      20.00     572.00     752.00      90.00
    8      40.00      66.00      20.00     108.00     288.00      90.00
    9      38.00      68.00      20.00     200.00     380.00      90.00
   10      38.00      70.00      10.00     480.00     660.00      90.00
   11      35.00      66.00      10.00     294.00     474.00      90.00
   12      35.00      69.00      10.00     387.00     567.00      90.00
   13      25.00      85.00      20.00     597.00     777.00      90.00
   14      22.00      75.00      30.00      30.00     210.00      90.00
   15      22.00      85.00      10.00     504.00     684.00      90.00
   16      20.00      80.00      40.00     317.00     497.00      90.00
   17      20.00      85.00      40.00     412.00     592.00      90.00
   18      18.00      75.00      20.00      34.00     214.00      90.00
   19      15.00      75.00      20.00     127.00     307.00      90.00
   20      15.00      80.00      10.00     222.00     402.00      90.00
   21      30.00      50.00      10.00      10.00     190.00      90.00
   22      30.00      52.00      20.00     850.00    1030.00      90.00
   23      28.00      52.00      20.00     758.00     938.00      90.00
   24      28.00      55.00      10.00     665.00     845.00      90.00
   25      25.00      50.00      10.00      15.00     195.00      90.00
   26      25.00      52.00      40.00     107.00     287.00      90.00
   27      25.00      55.00      10.00     572.00     752.00      90.00
   28      23.00      52.00      10.00     199.00     379.00      90.00
   29      23.00      55.00      20.00     480.00     660.00      90.00
   30      20.00      50.00      10.00     292.00     472.00      90.00
   31      20.00      55.00      10.00     387.00     567.00      90.00
   32      10.00      35.00      20.00     129.00     309.00      90.00
   33      10.00      40.00      30.00      31.00     211.00      90.00
   34       8.00      40.00      40.00      33.00     213.00      90.00
   35       8.00      45.00      20.00     694.00     874.00      90.00
   36       5.00      35.00      10.00     224.00     404.00      90.00
   37       5.00      45.00      10.00     601.00     781.00      90.00
   38       2.00      40.00      20.00     319.00     499.00      90.00
   39       0.00      40.00      30.00     411.00     591.00      90.00
   40       0.00      45.00      20.00     506.00     686.00      90.00
   41      35.00      30.00      10.00     203.00     383.00      90.00
   42      35.00      32.00      10.00     111.00     291.00      90.00
   43      33.00      32.00      20.00      19.00     199.00      90.00
   44      33.00      35.00      10.00      16.00     196.00      90.00
   45      32.00      30.00      10.00     296.00     476.00      90.00
   46      30.00      30.00      10.00     481.00     661.00      90.00
   47      30.00      32.00      30.00     389.00     569.00      90.00
   48      30.00      35.00      10.00     947.00    1127.00      90.00
   49      28.00      30.00      10.00     573.00     753.00      90.00
   50      28.00      35.00      10.00     944.00    1124.00      90.00
   51      26.00      32.00      10.00     758.00     938.00      90.00
   52      25.00      30.00      10.00     666.00     846.00      90.00
   53      25.00      35.00      10.00     851.00    1031.00      90.00
   54      44.00       5.00      20.00     227.00     407.00      90.00
   55      42.00      10.00      40.00     132.00     312.00      90.00
   56      42.00      15.00      10.00      37.00     217.00      90.00
   57      40.00       5.00      30.00     321.00     501.00      90.00
   58      40.00      15.00      40.00      35.00     215.00      90.00
   59      38.00       5.00      30.00     413.00     593.00      90.00
   60      38.00      15.00      10.00     606.00     786.00      90.00
   61      35.00       5.00      20.00     506.00     686.00      90.00
   62      50.00      30.00      10.00     481.00     661.00      90.00
   63      50.00      35.00      20.00     200.00     380.00      90.00
   64      50.00      40.00      50.00     105.00     285.00      90.00
   65      48.00      30.00      10.00     573.00     753.00      90.00
   66      48.00      40.00      10.00      13.00     193.00      90.00
   67      47.00      35.00      10.00     761.00     941.00      90.00
   68      47.00      40.00      10.00      12.00     192.00      90.00
   69      45.00      30.00      10.00     666.00     846.00      90.00
   70      45.00      35.00      10.00     853.00    1033.00      90.00
   71      95.00      30.00      30.00     332.00     512.00      90.00
   72      95.00      35.00      20.00     237.00     417.00      90.00
   73      53.00      30.00      10.00     388.00     568.00      90.00
   74      92.00      30.00      10.00     425.00     605.00      90.00
   75      53.00      35.00      50.00     293.00     473.00      90.00
   76      45.00      65.00      20.00     943.00    1123.00      90.00
   77      90.00      35.00      10.00     142.00     322.00      90.00
   78      88.00      30.00      10.00     519.00     699.00      90.00
   79      88.00      35.00      20.00      50.00     230.00      90.00
   80      87.00      30.00      10.00     610.00     790.00      90.00
   81      85.00      25.00      10.00     705.00     885.00      90.00
   82      85.00      35.00      30.00      47.00     227.00      90.00
   83      75.00      55.00      20.00     305.00     485.00      90.00
   84      72.00      55.00      10.00     212.00     392.00      90.00
   85      70.00      58.00      20.00     401.00     581.00      90.00
   86      68.00      60.00      30.00     494.00     674.00      90.00
   87      66.00      55.00      10.00     116.00     296.00      90.00
   88      65.00      55.00      20.00      25.00     205.00      90.00
   89      65.00      60.00      30.00     587.00     767.00      90.00
   90      63.00      58.00      10.00     680.00     860.00      90.00
   91      60.00      55.00      10.00      20.00     200.00      90.00
   92      60.00      60.00      10.00     773.00     953.00      90.00
   93      67.00      85.00      20.00     315.00     495.00      90.00
   94      65.00      85.00      40.00     407.00     587.00      90.00
   95      65.00      82.00      10.00     221.00     401.00      90.00
   96      62.00      80.00      30.00     128.00     308.00      90.00
   97      60.00      80.00      10.00      36.00     216.00      90.00
   98      60.00      85.00      30.00     502.00     682.00      90.00
   99      58.00      75.00      20.00      30.00     210.00      90.00
  100      55.00      80.00      10.00     692.00     872.00      90.00
  101      55.00      85.00      20.00     597.00     777.00      90.00

C108
      CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    1236.00       0.00
    2      45.00      68.00      10.00     830.00    1049.00      90.00
    3      45.00      70.00      30.00     756.00     939.00      90.00
    4      42.00      66.00      10.00      16.00     336.00      90.00
    5      42.00      68.00      10.00     643.00     866.00      90.00
    6      42.00      65.00      10.00      15.00     226.00      90.00
    7      40.00      69.00      20.00     499.00     824.00      90.00
    8      40.00      66.00      20.00      87.00     308.00      90.00
    9      38.00      68.00      20.00     150.00     429.00      90.00
   10      38.00      70.00      10.00     429.00     710.00      90.00
   11      35.00      66.00      10.00     279.00     488.00      90.00
   12      35.00      69.00      10.00     363.00     590.00      90.00
   13      25.00      85.00      20.00     547.00     826.00      90.00
   14      22.00      75.00      30.00      30.00     280.00      90.00
   15      22.00      85.00      10.00     489.00     698.00      90.00
   16      20.00      80.00      40.00     318.00     495.00      90.00
   17      20.00      85.00      40.00     394.00     609.00      90.00
   18      18.00      75.00      20.00      33.00     226.00      90.00
   19      15.00      75.00      20.00      68.00     365.00      90.00
   20      15.00      80.00      10.00     176.00     447.00      90.00
   21      30.00      50.00      10.00      10.00     265.00      90.00
   22      30.00      52.00      20.00     836.00    1043.00      90.00
   23      28.00      52.00      20.00     704.00     991.00      90.00
   24      28.00      55.00      10.00     664.00     845.00      90.00
   25      25.00      50.00      10.00      15.00     333.00      90.00
   26      25.00      52.00      40.00      88.00     305.00      90.00
   27      25.00      55.00      10.00     502.00     821.00      90.00
   28      23.00      52.00      10.00     179.00     398.00      90.00
   29      23.00      55.00      20.00     476.00     663.00      90.00
   30      20.00      50.00      10.00     288.00     475.00      90.00
   31      20.00      55.00      10.00     368.00     585.00      90.00
   32      10.00      35.00      20.00     144.00     293.00      90.00
   33      10.00      40.00      30.00      31.00     309.00      90.00
   34       8.00      40.00      40.00      33.00     313.00      90.00
   35       8.00      45.00      20.00     655.00     912.00      90.00
   36       5.00      35.00      10.00     191.00     436.00      90.00
   37       5.00      45.00      10.00     588.00     793.00      90.00
   38       2.00      40.00      20.00     305.00     512.00      90.00
   39       0.00      40.00      30.00     414.00     587.00      90.00
   40       0.00      45.00      20.00     481.00     710.00      90.00
   41      35.00      30.00      10.00     180.00     405.00      90.00
   42      35.00      32.00      10.00      63.00     338.00      90.00
   43      33.00      32.00      20.00      19.00     345.00      90.00
   44      33.00      35.00      10.00      16.00     273.00      90.00
   45      32.00      30.00      10.00     278.00     493.00      90.00
   46      30.00      30.00      10.00     453.00     688.00      90.00
   47      30.00      32.00      30.00     355.00     602.00      90.00
   48      30.00      35.00      10.00     837.00    1127.00      90.00
   49      28.00      30.00      10.00     539.00     786.00      90.00
   50      28.00      35.00      10.00     867.00    1126.00      90.00
   51      26.00      32.00      10.00     719.00     976.00      90.00
   52      25.00      30.00      10.00     635.00     876.00      90.00
   53      25.00      35.00      10.00     825.00    1056.00      90.00
   54      44.00       5.00      20.00     193.00     440.00      90.00
   55      42.00      10.00      40.00      78.00     365.00      90.00
   56      42.00      15.00      10.00      35.00     287.00      90.00
   57      40.00       5.00      30.00     308.00     513.00      90.00
   58      40.00      15.00      40.00      35.00     246.00      90.00
   59      38.00       5.00      30.00     376.00     629.00      90.00
   60      38.00      15.00      10.00     519.00     872.00      90.00
   61      35.00       5.00      20.00     463.00     728.00      90.00
   62      50.00      30.00      10.00     412.00     729.00      90.00
   63      50.00      35.00      20.00     181.00     398.00      90.00
   64      50.00      40.00      50.00     100.00     289.00      90.00
   65      48.00      30.00      10.00     539.00     786.00      90.00
   66      48.00      40.00      10.00      12.00     223.00      90.00
   67      47.00      35.00      10.00     753.00     948.00      90.00
   68      47.00      40.00      10.00      12.00     275.00      90.00
   69      45.00      30.00      10.00     669.00     842.00      90.00
   70      45.00      35.00      10.00     836.00    1049.00      90.00
   71      95.00      30.00      30.00     284.00     559.00      90.00
   72      95.00      35.00      20.00     194.00     459.00      90.00
   73      53.00      30.00      10.00     367.00     588.00      90.00
   74      92.00      30.00      10.00     370.00     659.00      90.00
   75      53.00      35.00      50.00     263.00     502.00      90.00
   76      45.00      65.00      20.00     847.00    1130.00      90.00
   77      90.00      35.00      10.00     119.00     344.00      90.00
   78      88.00      30.00      10.00     469.00     748.00      90.00
   79      88.00      35.00      20.00      50.00     295.00      90.00
   80      87.00      30.00      10.00     573.00     826.00      90.00
   81      85.00      25.00      10.00     694.00     895.00      90.00
   82      85.00      35.00      30.00      47.00     356.00      90.00
   83      75.00      55.00      20.00     293.00     496.00      90.00
   84      72.00      55.00      10.00     154.00     449.00      90.00
   85      70.00      58.00      20.00     360.00     621.00      90.00
   86      68.00      60.00      30.00     470.00     697.00      90.00
   87      66.00      55.00      10.00      76.00     335.00      90.00
   88      65.00      55.00      20.00      25.00     260.00      90.00
   89      65.00      60.00      30.00     551.00     802.00      90.00
   90      63.00      58.00      10.00     640.00     899.00      90.00
   91      60.00      55.00      10.00      20.00     276.00      90.00
   92      60.00      60.00      10.00     756.00     969.00      90.00
   93      67.00      85.00      20.00     257.00     552.00      90.00
   94      65.00      85.00      40.00     409.00     584.00      90.00
   95      65.00      82.00      10.00     209.00     412.00      90.00
   96      62.00      80.00      30.00     130.00     305.00      90.00
   97      60.00      80.00      10.00      36.00     283.00      90.00
   98      60.00      85.00      30.00     470.00     713.00      90.00
   99      58.00      75.00      20.00      30.00     248.00      90.00
  100      55.00      80.00      10.00     628.00     935.00      90.00
  101      55.00      85.00      20.00     530.00     843.00      90.00

C109
      CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    1236.00       0.00
    2      45.00      68.00      10.00     760.00    1120.00      90.00
    3      45.00      70.00      30.00     668.00    1028.00      90.00
    4      42.00      66.00      10.00      16.00     376.00      90.00
    5      42.00      68.00      10.00     575.00     935.00      90.00
    6      42.00      65.00      10.00      15.00     375.00      90.00
    7      40.00      69.00      20.00     482.00     842.00      90.00
    8      40.00      66.00      20.00      18.00     378.00      90.00
    9      38.00      68.00      20.00     110.00     470.00      90.00
   10      38.00      70.00      10.00     390.00     750.00      90.00
   11      35.00      66.00      10.00     204.00     564.00      90.00
   12      35.00      69.00      10.00     297.00     657.00      90.00
   13      25.00      85.00      20.00     507.00     867.00      90.00
   14      22.00      75.00      30.00      30.00     390.00      90.00
   15      22.00      85.00      10.00     414.00     774.00      90.00
   16      20.00      80.00      40.00     227.00     587.00      90.00
   17      20.00      85.00      40.00     322.00     682.00      90.00
   18      18.00      75.00      20.00      33.00     393.00      90.00
   19      15.00      75.00      20.00      37.00     397.00      90.00
   20      15.00      80.00      10.00     132.00     492.00      90.00
   21      30.00      50.00      10.00      10.00     370.00      90.00
   22      30.00      52.00      20.00     760.00    1120.00      90.00
   23      28.00      52.00      20.00     668.00    1028.00      90.00
   24      28.00      55.00      10.00     575.00     935.00      90.00
   25      25.00      50.00      10.00      15.00     375.00      90.00
   26      25.00      52.00      40.00      17.00     377.00      90.00
   27      25.00      55.00      10.00     482.00     842.00      90.00
   28      23.00      52.00      10.00     109.00     469.00      90.00
   29      23.00      55.00      20.00     390.00     750.00      90.00
   30      20.00      50.00      10.00     202.00     562.00      90.00
   31      20.00      55.00      10.00     297.00     657.00      90.00
   32      10.00      35.00      20.00      39.00     399.00      90.00
   33      10.00      40.00      30.00      31.00     391.00      90.00
   34       8.00      40.00      40.00      33.00     393.00      90.00
   35       8.00      45.00      20.00     604.00     964.00      90.00
   36       5.00      35.00      10.00     134.00     494.00      90.00
   37       5.00      45.00      10.00     511.00     871.00      90.00
   38       2.00      40.00      20.00     229.00     589.00      90.00
   39       0.00      40.00      30.00     321.00     681.00      90.00
   40       0.00      45.00      20.00     416.00     776.00      90.00
   41      35.00      30.00      10.00     113.00     473.00      90.00
   42      35.00      32.00      10.00      21.00     381.00      90.00
   43      33.00      32.00      20.00      19.00     379.00      90.00
   44      33.00      35.00      10.00      16.00     376.00      90.00
   45      32.00      30.00      10.00     206.00     566.00      90.00
   46      30.00      30.00      10.00     391.00     751.00      90.00
   47      30.00      32.00      30.00     299.00     659.00      90.00
   48      30.00      35.00      10.00     767.00    1127.00      90.00
   49      28.00      30.00      10.00     483.00     843.00      90.00
   50      28.00      35.00      10.00     766.00    1126.00      90.00
   51      26.00      32.00      10.00     668.00    1028.00      90.00
   52      25.00      30.00      10.00     576.00     936.00      90.00
   53      25.00      35.00      10.00     761.00    1121.00      90.00
   54      44.00       5.00      20.00     137.00     497.00      90.00
   55      42.00      10.00      40.00      42.00     402.00      90.00
   56      42.00      15.00      10.00      35.00     395.00      90.00
   57      40.00       5.00      30.00     231.00     591.00      90.00
   58      40.00      15.00      40.00      35.00     395.00      90.00
   59      38.00       5.00      30.00     323.00     683.00      90.00
   60      38.00      15.00      10.00     516.00     876.00      90.00
   61      35.00       5.00      20.00     416.00     776.00      90.00
   62      50.00      30.00      10.00     391.00     751.00      90.00
   63      50.00      35.00      20.00     110.00     470.00      90.00
   64      50.00      40.00      50.00      15.00     375.00      90.00
   65      48.00      30.00      10.00     483.00     843.00      90.00
   66      48.00      40.00      10.00      12.00     372.00      90.00
   67      47.00      35.00      10.00     671.00    1031.00      90.00
   68      47.00      40.00      10.00      12.00     372.00      90.00
   69      45.00      30.00      10.00     576.00     936.00      90.00
   70      45.00      35.00      10.00     763.00    1123.00      90.00
   71      95.00      30.00      30.00     242.00     602.00      90.00
   72      95.00      35.00      20.00     147.00     507.00      90.00
   73      53.00      30.00      10.00     298.00     658.00      90.00
   74      92.00      30.00      10.00     335.00     695.00      90.00
   75      53.00      35.00      50.00     203.00     563.00      90.00
   76      45.00      65.00      20.00     770.00    1130.00      90.00
   77      90.00      35.00      10.00      52.00     412.00      90.00
   78      88.00      30.00      10.00     429.00     789.00      90.00
   79      88.00      35.00      20.00      50.00     410.00      90.00
   80      87.00      30.00      10.00     520.00     880.00      90.00
   81      85.00      25.00      10.00     615.00     975.00      90.00
   82      85.00      35.00      30.00      47.00     407.00      90.00
   83      75.00      55.00      20.00     215.00     575.00      90.00
   84      72.00      55.00      10.00     122.00     482.00      90.00
   85      70.00      58.00      20.00     311.00     671.00      90.00
   86      68.00      60.00      30.00     404.00     764.00      90.00
   87      66.00      55.00      10.00      26.00     386.00      90.00
   88      65.00      55.00      20.00      25.00     385.00      90.00
   89      65.00      60.00      30.00     497.00     857.00      90.00
   90      63.00      58.00      10.00     590.00     950.00      90.00
   91      60.00      55.00      10.00      20.00     380.00      90.00
   92      60.00      60.00      10.00     683.00    1043.00      90.00
   93      67.00      85.00      20.00     225.00     585.00      90.00
   94      65.00      85.00      40.00     317.00     677.00      90.00
   95      65.00      82.00      10.00     131.00     491.00      90.00
   96      62.00      80.00      30.00      38.00     398.00      90.00
   97      60.00      80.00      10.00      36.00     396.00      90.00
   98      60.00      85.00      30.00     412.00     772.00      90.00
   99      58.00      75.00      20.00      30.00     390.00      90.00
  100      55.00      80.00      10.00     602.00     962.00      90.00
  101      55.00      85.00      20.00     507.00     867.00      90.00
