C201
      CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME
   81      85.00      25.00      10.00    2433.00    2753.00      90.00
   82      85.00      35.00      30.00    2623.00    2943.00      90.00
   83      75.00      55.00      20.00    1845.00    2165.00      90.00
   84      72.00      55.00      10.00    1752.00    2072.00      90.00
   85      70.00      58.00      20.00    1561.00    1881.00      90.00
   86      86.00      46.00      30.00    1949.00    2269.00      90.00
   87      66.00      55.00      10.00    1656.00    1976.00      90.00
   88      64.00      46.00      20.00    2955.00    3275.00      90.00
   89      65.00      60.00      30.00    1466.00    1786.00      90.00
   90      56.00      64.00      10.00    1275.00    1595.00      90.00
   91      60.00      55.00      10.00    2959.00    3279.00      90.00
   92      60.00      60.00      10.00    1371.00    1691.00      90.00
   93      67.00      85.00      20.00     614.00     934.00      90.00
   94      42.00      58.00      40.00       8.00     328.00      90.00
   95      65.00      82.00      10.00     708.00    1028.00      90.00
   96      62.00      80.00      30.00     801.00    1121.00      90.00
   97      62.00      40.00      10.00    2921.00    3241.00      90.00
   98      60.00      85.00      30.00     517.00     837.00      90.00
   99      58.00      75.00      20.00     898.00    1218.00      90.00
  100      55.00      80.00      10.00     327.00     647.00      90.00
  101      55.00      85.00      20.00     422.00     742.00      90.00

C206
      CUST NO.   XCOORD.   YCOORD.     DEMAND  READY TIME DUE DATE  SERVICE TIME
    1      40.00      50.00       0.00       0.00    3390.00       0.00
    2      52.00      75.00      10.00     213.00     568.00      90.00
    3      45.00      70.00      30.00      22.00     563.00      90.00
    4      62.00      69.00      10.00    1030.00    1463.00      90.00
    5      60.00      66.00      10.00    1154.00    1527.00      90.00
    6      42.00      65.00      10.00      15.00     402.00      90.00
    7      16.00      42.00      20.00     331.00     822.00      90.00
    8      58.00      70.00      20.00     965.00    1340.00      90.00
    9      34.00      60.00      20.00    2653.00    3280.00      90.00
   10      28.00      70.00      10.00    2385.00    2976.00      90.00
   11      35.00      66.00      10.00    2628.00    3113.00      90.00
   12      35.00      69.00      10.00    2603.00    2952.00      90.00
   13      25.00      85.00      20.00    1985.00    2412.00      90.00
   14      22.00      75.00      30.00    2310.00    2659.00      90.00
   15      22.00      85.00      10.00    1846.00    2365.00      90.00
   16      20.00      80.00      40.00    2077.00    2514.00      90.00
   17      20.00      85.00      40.00    1763.00    2264.00      90.00
   18      18.00      75.00      20.00    2143.00    2638.00      90.00
   19      15.00      75.00      20.00    1560.00    2083.00      90.00
   20      15.00      80.00      10.00    1689.00    2144.00      90.00
   21      30.00      50.00      10.00      10.00     645.00      90.00
   22      30.00      56.00      20.00    2675.00    3288.00      90.00
   23      28.00      52.00      20.00      12.00     505.00      90.00
   24      14.00      66.00      10.00    1519.00    1926.00      90.00
   25      25.00      50.00      10.00      23.00     368.00      90.00
   26      22.00      66.00      40.00    2380.00    2787.00      90.00
   27       8.00      62.00      10.00    1330.00    1919.00      90.00
   28      23.00      52.00      10.00      93.00     484.00      90.00
   29       4.00      55.00      20.00    1268.00    1785.00      90.00
   30      20.00      50.00      10.00     168.00     787.00      90.00
   31      20.00      55.00      10.00     170.00     595.00      90.00
   32      10.00      35.00      20.00     585.00    1136.00      90.00
   33      10.00      40.00      30.00     448.00     897.00      90.00
   34       8.00      40.00      40.00     499.00    1030.00      90.00
   35       8.00      45.00      20.00    1190.00    1661.00      90.00
   36       5.00      35.00      10.00     666.00    1245.00      90.00
   37       5.00      45.00      10.00    1076.00    1589.00      90.00
   38       2.00      40.00      20.00     772.00    1329.00      90.00
   39       0.00      40.00      30.00     890.00    1395.00      90.00
   40       0.00      45.00      20.00    1036.00    1439.00      90.00
   41      36.00      18.00      10.00    1612.00    2185.00      90.00
   42      35.00      32.00      10.00    2599.00    3076.00      90.00
   43      33.00      32.00      20.00    2529.00    2962.00      90.00
   44      33.00      35.00      10.00    2463.00    2842.00      90.00
   45      32.00      20.00      10.00    1745.00    2240.00      90.00
   46      30.00      30.00      10.00    1932.00    2437.00      90.00
   47      34.00      25.00      30.00    1884.00    2293.00      90.00
   48      30.00      35.00      10.00    2348.00    2771.00      90.00
   49      36.00      40.00      10.00    2715.00    3156.00      90.00
   50      48.00      20.00      10.00     812.00    1281.00      90.00
   51      26.00      32.00      10.00    2018.00    2725.00      90.00
   52      25.00      30.00      10.00    2015.00    2544.00      90.00
   53      25.00      35.00      10.00    2201.00    2728.00      90.00
   54      44.00       5.00      20.00    1078.00    1593.00      90.00
   55      42.00      10.00      40.00     998.00    1481.00      90.00
   56      42.00      15.00      10.00     897.00    1392.00      90.00
   57      40.00       5.00      30.00    1199.00    1660.00      90.00
   58      38.00      15.00      40.00    1552.00    2057.00      90.00
   59      38.00       5.00      30.00    1263.00    1780.00      90.00
   60      38.00      10.00      10.00    1498.00    1921.00      90.00
   61      35.00       5.00      20.00    1325.00    1904.00      90.00
   62      50.00      30.00      10.00     223.00     738.00      90.00
   63      50.00      35.00      20.00      18.00     474.00      90.00
   64      50.00      40.00      50.00      14.00     360.00      90.00
   65      48.00      30.00      10.00     246.00     899.00      90.00
   66      44.00      25.00      10.00     704.00    1197.00      90.00
   67      47.00      35.00      10.00     393.00     942.00      90.00
   68      47.00      40.00      10.00      12.00     424.00      90.00
   69      42.00      30.00      10.00     641.00    1070.00      90.00
   70      45.00      35.00      10.00     534.00     985.00      90.00
   71      95.00      30.00      30.00    2119.00    2682.00      90.00
   72      95.00      35.00      20.00    2079.00    2532.00      90.00
   73      53.00      30.00      10.00     131.00     644.00      90.00
   74      92.00      30.00      10.00    2169.00    2818.00      90.00
   75      53.00      35.00      50.00      87.00     498.00      90.00
   76      45.00      65.00      20.00      15.00     607.00      90.00
   77      90.00      35.00      10.00    2002.00    2419.00      90.00
   78      72.00      45.00      10.00    2701.00    3258.00      90.00
   79      78.00      40.00      20.00    2599.00    3164.00      90.00
   80      87.00      30.00      10.00    2505.00    2870.00      90.00
   81      85.00      25.00      10.00    2369.00    2816.00      90.00
   82      85.00      35.00      30.00    2563.00    3002.00      90.00
   83      75.00      55.00      20.00    1783.00    2226.00      90.00
   84      72.00      55.00      10.00    1591.00    2232.00      90.00
   85      70.00      58.00      20.00    1513.00    1928.00      90.00
   86      86.00      46.00      30.00    1829.00    2388.00      90.00
   87      66.00      55.00      10.00    1604.00    2027.00      90.00
   88      64.00      46.00      20.00    2976.00    3275.00      90.00
   89      65.00      60.00      30.00    1338.00    1913.00      90.00
   90      56.00      64.00      10.00    1116.00    1753.00      90.00
   91      60.00      55.00      10.00    2789.00    3279.00      90.00
   92      60.00      60.00      10.00    1349.00    1712.00      90.00
   93      67.00      85.00      20.00     518.00    1029.00      90.00
   94      42.00      58.00      40.00       8.00     509.00      90.00
   95      65.00      82.00      10.00     549.00    1186.00      90.00
   96      62.00      80.00      30.00     744.00    1177.00      90.00
   97      62.00      40.00      10.00    2713.00    3275.00      90.00
   98      60.00      85.00      30.00     397.00     956.00      90.00
   99      58.00      75.00      20.00     839.00    1276.00      90.00
  100      55.00      80.00      10.00     272.00     701.00      90.00
  101      55.00      85.00      20.00     373.00     790.00      90.00

C207
      CUST NO.  XCOORD.    YCOORD.     DEMAND   READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    3390.00       0.00
    2      52.00      75.00      10.00     302.00     479.00      90.00
    3      45.00      70.00      30.00     157.00     428.00      90.00
    4      62.00      69.00      10.00    1138.00    1355.00      90.00
    5      60.00      66.00      10.00    1247.00    1434.00      90.00
    6      42.00      65.00      10.00      15.00     208.00      90.00
    7      16.00      42.00      20.00     209.00     944.00      90.00
    8      58.00      70.00      20.00    1059.00    1246.00      90.00
    9      34.00      60.00      20.00    2035.00    3288.00      90.00
   10      28.00      70.00      10.00    2090.00    3271.00      90.00
   11      35.00      66.00      10.00    2311.00    3283.00      90.00
   12      35.00      69.00      10.00    2428.00    3127.00      90.00
   13      25.00      85.00      20.00    1772.00    2625.00      90.00
   14      22.00      75.00      30.00    2135.00    2834.00      90.00
   15      22.00      85.00      10.00    1586.00    2625.00      90.00
   16      20.00      80.00      40.00    1858.00    2733.00      90.00
   17      20.00      85.00      40.00    1512.00    2515.00      90.00
   18      18.00      75.00      20.00    1895.00    2886.00      90.00
   19      15.00      75.00      20.00    1299.00    2344.00      90.00
   20      15.00      80.00      10.00    1461.00    2372.00      90.00
   21      30.00      50.00      10.00      10.00     963.00      90.00
   22      30.00      56.00      20.00    2062.00    3288.00      90.00
   23      28.00      52.00      20.00      12.00     752.00      90.00
   24      14.00      66.00      10.00    1316.00    2129.00      90.00
   25      25.00      50.00      10.00      15.00     532.00      90.00
   26      22.00      66.00      40.00    2177.00    2990.00      90.00
   27       8.00      62.00      10.00    1036.00    2213.00      90.00
   28      23.00      52.00      10.00      17.00     602.00      90.00
   29       4.00      55.00      20.00    1010.00    2043.00      90.00
   30      20.00      50.00      10.00      20.00     948.00      90.00
   31      20.00      55.00      10.00      63.00     702.00      90.00
   32      10.00      35.00      20.00     309.00    1412.00      90.00
   33      10.00      40.00      30.00     336.00    1009.00      90.00
   34       8.00      40.00      40.00     234.00    1295.00      90.00
   35       8.00      45.00      20.00     954.00    1897.00      90.00
   36       5.00      35.00      10.00     377.00    1534.00      90.00
   37       5.00      45.00      10.00     819.00    1846.00      90.00
   38       2.00      40.00      20.00     494.00    1607.00      90.00
   39       0.00      40.00      30.00     637.00    1648.00      90.00
   40       0.00      45.00      20.00     834.00    1641.00      90.00
   41      36.00      18.00      10.00    1468.00    2329.00      90.00
   42      35.00      32.00      10.00    2480.00    3195.00      90.00
   43      33.00      32.00      20.00    2421.00    3070.00      90.00
   44      33.00      35.00      10.00    2368.00    2937.00      90.00
   45      32.00      20.00      10.00    1621.00    2364.00      90.00
   46      30.00      30.00      10.00    1805.00    2564.00      90.00
   47      34.00      25.00      30.00    1782.00    2395.00      90.00
   48      30.00      35.00      10.00    2242.00    2877.00      90.00
   49      36.00      40.00      10.00    2605.00    3266.00      90.00
   50      48.00      20.00      10.00     812.00    1281.00      90.00
   51      26.00      32.00      10.00    1842.00    2901.00      90.00
   52      25.00      30.00      10.00    1883.00    2676.00      90.00
   53      25.00      35.00      10.00    2070.00    2859.00      90.00
   54      44.00       5.00      20.00    1078.00    1593.00      90.00
   55      42.00      10.00      40.00     998.00    1481.00      90.00
   56      42.00      15.00      10.00     897.00    1392.00      90.00
   57      40.00       5.00      30.00    1083.00    1776.00      90.00
   58      38.00      15.00      40.00    1426.00    2183.00      90.00
   59      38.00       5.00      30.00    1133.00    1910.00      90.00
   60      38.00      10.00      10.00    1392.00    2027.00      90.00
   61      35.00       5.00      20.00    1180.00    2049.00      90.00
   62      50.00      30.00      10.00     223.00     738.00      90.00
   63      50.00      35.00      20.00      18.00     474.00      90.00
   64      50.00      40.00      50.00      14.00     360.00      90.00
   65      48.00      30.00      10.00     246.00     899.00      90.00
   66      44.00      25.00      10.00     704.00    1197.00      90.00
   67      47.00      35.00      10.00     393.00     942.00      90.00
   68      47.00      40.00      10.00      12.00     424.00      90.00
   69      42.00      30.00      10.00     641.00    1070.00      90.00
   70      45.00      35.00      10.00     534.00     985.00      90.00
   71      95.00      30.00      30.00    2119.00    2682.00      90.00
   72      95.00      35.00      20.00    2192.00    2419.00      90.00
   73      53.00      30.00      10.00     131.00     644.00      90.00
   74      92.00      30.00      10.00    2169.00    2818.00      90.00
   75      53.00      35.00      50.00      87.00     498.00      90.00
   76      45.00      65.00      20.00      49.00     346.00      90.00
   77      90.00      35.00      10.00    2106.00    2315.00      90.00
   78      72.00      45.00      10.00    2701.00    3258.00      90.00
   79      78.00      40.00      20.00    2599.00    3164.00      90.00
   80      87.00      30.00      10.00    2505.00    2870.00      90.00
   81      85.00      25.00      10.00    2369.00    2816.00      90.00
   82      85.00      35.00      30.00    2563.00    3002.00      90.00
   83      75.00      55.00      20.00    1894.00    2115.00      90.00
   84      72.00      55.00      10.00    1751.00    2072.00      90.00
   85      70.00      58.00      20.00    1617.00    1824.00      90.00
   86      86.00      46.00      30.00    1969.00    2248.00      90.00
   87      66.00      55.00      10.00    1710.00    1921.00      90.00
   88      64.00      46.00      20.00    2976.00    3275.00      90.00
   89      65.00      60.00      30.00    1482.00    1769.00      90.00
   90      56.00      64.00      10.00    1275.00    1594.00      90.00
   91      60.00      55.00      10.00    2789.00    3279.00      90.00
   92      60.00      60.00      10.00    1440.00    1621.00      90.00
   93      67.00      85.00      20.00     646.00     901.00      90.00
   94      42.00      58.00      40.00       8.00     258.00      90.00
   95      65.00      82.00      10.00     708.00    1027.00      90.00
   96      62.00      80.00      30.00     852.00    1069.00      90.00
   97      62.00      40.00      10.00    2713.00    3275.00      90.00
   98      60.00      85.00      30.00     537.00     816.00      90.00
   99      58.00      75.00      20.00     948.00    1167.00      90.00
  100      55.00      80.00      10.00     379.00     594.00      90.00
  101      55.00      85.00      20.00     477.00     686.00      90.00

C208
      CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    3390.00       0.00
    2      52.00      75.00      10.00      71.00     711.00      90.00
    3      45.00      70.00      30.00      20.00     660.00      90.00
    4      62.00      69.00      10.00     927.00    1567.00      90.00
    5      60.00      66.00      10.00    1021.00    1661.00      90.00
    6      42.00      65.00      10.00      15.00     655.00      90.00
    7      16.00      42.00      20.00     257.00     897.00      90.00
    8      58.00      70.00      20.00     833.00    1473.00      90.00
    9      34.00      60.00      20.00    2647.00    3287.00      90.00
   10      28.00      70.00      10.00    2361.00    3001.00      90.00
   11      35.00      66.00      10.00    2551.00    3191.00      90.00
   12      35.00      69.00      10.00    2458.00    3098.00      90.00
   13      25.00      85.00      20.00    1879.00    2519.00      90.00
   14      22.00      75.00      30.00    2165.00    2805.00      90.00
   15      22.00      85.00      10.00    1786.00    2426.00      90.00
   16      20.00      80.00      40.00    1976.00    2616.00      90.00
   17      20.00      85.00      40.00    1694.00    2334.00      90.00
   18      18.00      75.00      20.00    2071.00    2711.00      90.00
   19      15.00      75.00      20.00    1502.00    2142.00      90.00
   20      15.00      80.00      10.00    1597.00    2237.00      90.00
   21      30.00      50.00      10.00      10.00     650.00      90.00
   22      30.00      56.00      20.00    2648.00    3288.00      90.00
   23      28.00      52.00      20.00      12.00     652.00      90.00
   24      14.00      66.00      10.00    1403.00    2043.00      90.00
   25      25.00      50.00      10.00      15.00     655.00      90.00
   26      22.00      66.00      40.00    2264.00    2904.00      90.00
   27       8.00      62.00      10.00    1305.00    1945.00      90.00
   28      23.00      52.00      10.00      17.00     657.00      90.00
   29       4.00      55.00      20.00    1207.00    1847.00      90.00
   30      20.00      50.00      10.00     158.00     798.00      90.00
   31      20.00      55.00      10.00      63.00     703.00      90.00
   32      10.00      35.00      20.00     541.00    1181.00      90.00
   33      10.00      40.00      30.00     353.00     993.00      90.00
   34       8.00      40.00      40.00     445.00    1085.00      90.00
   35       8.00      45.00      20.00    1106.00    1746.00      90.00
   36       5.00      35.00      10.00     636.00    1276.00      90.00
   37       5.00      45.00      10.00    1013.00    1653.00      90.00
   38       2.00      40.00      20.00     731.00    1371.00      90.00
   39       0.00      40.00      30.00     823.00    1463.00      90.00
   40       0.00      45.00      20.00     918.00    1558.00      90.00
   41      36.00      18.00      10.00    1579.00    2219.00      90.00
   42      35.00      32.00      10.00    2518.00    3158.00      90.00
   43      33.00      32.00      20.00    2426.00    3066.00      90.00
   44      33.00      35.00      10.00    2333.00    2973.00      90.00
   45      32.00      20.00      10.00    1673.00    2313.00      90.00
   46      30.00      30.00      10.00    1865.00    2505.00      90.00
   47      34.00      25.00      30.00    1769.00    2409.00      90.00
   48      30.00      35.00      10.00    2240.00    2880.00      90.00
   49      36.00      40.00      10.00    2616.00    3256.00      90.00
   50      48.00      20.00      10.00     727.00    1367.00      90.00
   51      26.00      32.00      10.00    2052.00    2692.00      90.00
   52      25.00      30.00      10.00    1960.00    2600.00      90.00
   53      25.00      35.00      10.00    2145.00    2785.00      90.00
   54      44.00       5.00      20.00    1016.00    1656.00      90.00
   55      42.00      10.00      40.00     920.00    1560.00      90.00
   56      42.00      15.00      10.00     825.00    1465.00      90.00
   57      40.00       5.00      30.00    1110.00    1750.00      90.00
   58      38.00      15.00      40.00    1485.00    2125.00      90.00
   59      38.00       5.00      30.00    1202.00    1842.00      90.00
   60      38.00      10.00      10.00    1390.00    2030.00      90.00
   61      35.00       5.00      20.00    1295.00    1935.00      90.00
   62      50.00      30.00      10.00     161.00     801.00      90.00
   63      50.00      35.00      20.00      18.00     658.00      90.00
   64      50.00      40.00      50.00      14.00     654.00      90.00
   65      48.00      30.00      10.00     253.00     893.00      90.00
   66      44.00      25.00      10.00     631.00    1271.00      90.00
   67      47.00      35.00      10.00     348.00     988.00      90.00
   68      47.00      40.00      10.00      12.00     652.00      90.00
   69      42.00      30.00      10.00     536.00    1176.00      90.00
   70      45.00      35.00      10.00     440.00    1080.00      90.00
   71      95.00      30.00      30.00    2081.00    2721.00      90.00
   72      95.00      35.00      20.00    1986.00    2626.00      90.00
   73      53.00      30.00      10.00      68.00     708.00      90.00
   74      92.00      30.00      10.00    2174.00    2814.00      90.00
   75      53.00      35.00      50.00      19.00     659.00      90.00
   76      45.00      65.00      20.00      15.00     655.00      90.00
   77      90.00      35.00      10.00    1891.00    2531.00      90.00
   78      72.00      45.00      10.00    2627.00    3267.00      90.00
   79      78.00      40.00      20.00    2562.00    3202.00      90.00
   80      87.00      30.00      10.00    2368.00    3008.00      90.00
   81      85.00      25.00      10.00    2273.00    2913.00      90.00
   82      85.00      35.00      30.00    2463.00    3103.00      90.00
   83      75.00      55.00      20.00    1685.00    2325.00      90.00
   84      72.00      55.00      10.00    1592.00    2232.00      90.00
   85      70.00      58.00      20.00    1401.00    2041.00      90.00
   86      86.00      46.00      30.00    1789.00    2429.00      90.00
   87      66.00      55.00      10.00    1496.00    2136.00      90.00
   88      64.00      46.00      20.00    2635.00    3275.00      90.00
   89      65.00      60.00      30.00    1306.00    1946.00      90.00
   90      56.00      64.00      10.00    1115.00    1755.00      90.00
   91      60.00      55.00      10.00    2639.00    3279.00      90.00
   92      60.00      60.00      10.00    1211.00    1851.00      90.00
   93      67.00      85.00      20.00     454.00    1094.00      90.00
   94      42.00      58.00      40.00       8.00     648.00      90.00
   95      65.00      82.00      10.00     548.00    1188.00      90.00
   96      62.00      80.00      30.00     641.00    1281.00      90.00
   97      62.00      40.00      10.00    2635.00    3275.00      90.00
   98      60.00      85.00      30.00     357.00     997.00      90.00
   99      58.00      75.00      20.00     738.00    1378.00      90.00
  100      55.00      80.00      10.00     167.00     807.00      90.00
  101      55.00      85.00      20.00     262.00     902.00      90.00
